,anime_id,name,genre,type,episodes,rating,members
3595,9917,Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,6.94,17120
3596,25805,Pokemon the Movie XY: Ring no Choumajin Hoopa,"Adventure, Fantasy, Kids",Movie,1,6.94,7636
3598,14627,Recorder to Randoseru,"Comedy, School, Seinen, Slice of Life",OVA,2,6.94,7769
3599,2965,Suteki Tantei Labyrinth,"Mystery, Sci-Fi",TV,25,6.94,6412
3600,544,Venus Senki,"Action, Adventure, Sci-Fi, Space",Movie,1,6.94,5204
3605,9618,Asobi ni Iku yo!: Asobi ni Oide,"Comedy, Ecchi, Harem, Romance, Sci-Fi",OVA,1,6.93,24545
3606,4151,Blade of the Immortal,"Action, Adventure, Historical, Samurai, Supernatural",TV,13,6.93,36058
3609,62,D.C.: Da Capo,"Drama, Harem, Magic, Romance",TV,26,6.93,49909
3612,894,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,6.93,57623
3613,9330,Dragon Crisis!,"Action, Magic, Romance, School, Seinen, Supernatural",TV,12,6.93,94922
3617,1760,Golgo 13,"Action, Adventure, Drama, Military, Seinen",Movie,1,6.93,6344
3619,4334,Heroman,"Action, Sci-Fi, Shounen",TV,26,6.93,23405
3620,509,I My Me! Strawberry Eggs,"Comedy, Drama, Romance, School, Slice of Life",TV,13,6.93,25043
3628,10370,Metal Fight Beyblade 4D,"Adventure, Sports",TV,52,6.93,5894
3631,7474,"Onegai☆Teacher: Marie, Ai no Gekijou","Comedy, Drama, Romance, Sci-Fi",Special,1,6.93,7254
3634,1121,Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,6.93,43444
3640,5734,Tayutama: Kiss on My Deity,"Harem, Romance, Supernatural",TV,12,6.93,43288
3641,9063,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,"Comedy, Ecchi",OVA,1,6.93,23004
3642,4066,Tytania,"Adventure, Military, Psychological, Romance, Sci-Fi, Space",TV,26,6.93,13363
3644,6709,Ai Yori Aoshi: Yumegatari,"Comedy, Harem, Romance, Slice of Life",Special,1,6.92,6985
3647,404,Bastard!!: Ankoku no Hakaishin,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen",OVA,6,6.92,20619
3649,2131,Bokusatsu Tenshi Dokuro-chan 2,"Comedy, Ecchi, Magic",OVA,2,6.92,70734
3650,1629,Devilman Lady,"Action, Drama, Horror, Psychological",TV,26,6.92,8665
3653,24909,Kaitou Joker,"Adventure, Comedy, Mystery, Shounen",TV,13,6.92,6352
3655,146,Kono Minikuku mo Utsukushii Sekai,"Comedy, Drama, Magic, Romance, Sci-Fi",TV,12,6.92,41756
3656,554,Koutetsu Tenshi Kurumi,"Adventure, Comedy, Drama, Historical, Mecha, Military, Romance, Shounen",TV,24,6.92,15653
3660,1290,Mobile Police Patlabor: WXIII,"Mecha, Police, Sci-Fi",Movie,1,6.92,5480
3662,10740,Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,6.92,15377
3665,30464,Shinmai Maou no Testament Specials,"Comedy, Demons, Ecchi, Fantasy",Special,6,6.92,10046
3668,33037,Tsukiuta. The Animation,Music,TV,13,6.92,11183
3669,278,Viewtiful Joe,"Action, Comedy, Sci-Fi, Shounen",TV,51,6.92,5420
3671,20545,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,"Comedy, Ecchi, Fantasy, Romance",OVA,1,6.92,20680
3672,2928,.hack//G.U. Returner,"Adventure, Drama, Fantasy, Game, Magic, Sci-Fi",OVA,1,6.91,15412
3674,26449,Akame ga Kill! Recap,"Action, Adventure, Fantasy",Special,1,6.91,11965
3676,2205,Bakuretsu Tenshi: Infinity,"Action, Comedy, Mecha, Sci-Fi, Shounen",OVA,1,6.91,11734
3677,33041,Bubuki Buranki: Hoshi no Kyojin,"Action, Drama, Mecha, Sci-Fi",TV,12,6.91,10837
3678,694,Canvas 2: Niji-iro no Sketch,"Comedy, Drama, Romance, Slice of Life",TV,24,6.91,19491
3679,1219,Chocotto Sister,"Comedy, Drama, Romance",TV,24,6.91,14380
3680,15633,Code:Breaker OVA,"Action, Comedy, Ecchi, School, Shounen, Super Power, Supernatural",OVA,3,6.91,17814
3682,14893,"Dakara Boku wa, H ga Dekinai. OVA","Comedy, Ecchi, Romance",OVA,1,6.91,32195
3684,8536,Fortune Arterial: Akai Yakusoku,"Comedy, Romance, School, Supernatural, Vampire",TV,12,6.91,71285
3687,2494,Goshuushou-sama Ninomiya-kun,"Comedy, Ecchi, Fantasy, Harem",TV,12,6.91,63370
3688,649,Hanaukyou Maid-tai: La Verite,"Comedy, Ecchi, Harem, Romance",TV,12,6.91,14069
3691,1721,Hitohira,"Drama, Romance, School, Slice of Life",TV,12,6.91,14299
3692,15377,Hyakka Ryouran: Samurai Bride,"Action, Comedy, Ecchi, Harem, Samurai, School",TV,12,6.91,52542
3695,15609,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito","Comedy, Ecchi, Harem, Romance, School, Seinen",OVA,1,6.91,21636
3696,8078,Kure-nai OVA,"Action, Comedy",OVA,2,6.91,9853
3697,3948,Mahou Sensei Negima! Introduction Film,"Action, Comedy, Ecchi, Harem, Romance, Supernatural",OVA,3,6.91,6355
3700,1469,Monster Farm: Enbanseki no Himitsu,"Action, Adventure, Comedy, Fantasy",TV,48,6.91,22170
3701,942,Nishi no Yoki Majo: Astraea Testament,"Comedy, Drama, Fantasy, Mystery, Romance",TV,13,6.91,11042
3702,29129,Ookami Shoujo to Kuro Ouji Recap,"Comedy, Romance, School, Shoujo",Special,1,6.91,5577
3710,18121,Teekyuu 2,"Comedy, School, Shounen, Sports",TV,12,6.91,15887
3713,31430,Terra Formars Revenge,"Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13,6.91,34176
3715,23405,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,"Shounen, Supernatural",ONA,3,6.91,5949
3717,1112,Vandread: Taidou-hen,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",OVA,1,6.91,5185
3718,2884,Aachi wa Ssipak,"Action, Comedy",Movie,1,6.9,5566
3721,12505,C³ Special,"Action, Comedy, Ecchi, School, Supernatural",Special,1,6.9,18468
3722,111,Corrector Yui,"Adventure, Comedy, Magic, Sci-Fi",TV,52,6.9,7411
3724,2166,Doujin Work,"Comedy, Slice of Life",TV,12,6.9,20504
3726,128,Gate Keepers 21,"Action, Drama, Mecha, Sci-Fi, Shounen",OVA,6,6.9,7363
3728,487,Girls Bravo: Second Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School",TV,13,6.9,57110
3732,2178,Highlander: The Search for Vengeance,"Action, Horror, Sci-Fi",Movie,1,6.9,9997
3734,704,Kanon Kazahana,"Drama, Romance, Slice of Life, Supernatural",Special,1,6.9,9693
3736,219,Kidou Senkan Nadesico: The Prince of Darkness,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1,6.9,9738
3738,7135,Mahou Sensei Negima! Anime Final,"Adventure, Magic, Supernatural",Movie,1,6.9,9262
3740,860,Makai Senki Disgaea,"Action, Comedy, Demons, Fantasy, Magic",TV,12,6.9,30146
3742,8410,Metal Fight Beyblade: Baku,"Adventure, Comedy, Sports",TV,51,6.9,7003
3743,88,Mobile Suit Gundam F91,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,6.9,13456
3744,13201,Monster Farm: Legend e no Michi,"Action, Adventure, Comedy, Fantasy",TV,25,6.9,6611
3745,21325,Pupipo!,"Comedy, School, Slice of Life, Supernatural",TV,15,6.9,12781
3746,30365,Shinmai Maou no Testament Burst OVA,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1,6.9,19251
3747,7396,Shuffle! Prologue,"Comedy, Fantasy, Harem, Magic, Romance, School, Seinen",OVA,1,6.9,10764
3750,1127,UFO Princess Valkyrie,"Comedy, Ecchi, Magic, Sci-Fi",TV,12,6.9,11794
3753,886,Amaenaide yo!! Katsu!!,"Comedy, Ecchi, Harem, Romance, Supernatural",TV,12,6.89,33573
3755,16419,Dokidoki! Precure,"Action, Fantasy, Magic, Shoujo",TV,49,6.89,7571
3756,895,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,6.89,53765
3759,1800,Fatal Fury 2: The New Battle,"Action, Adventure, Drama, Martial Arts, Shounen",OVA,1,6.89,5009
3760,2784,Gift: Eternal Rainbow Special,"Comedy, Ecchi, Harem, Magic, Romance",Special,1,6.89,5505
3762,3288,Gundam Evolve,"Action, Mecha, Military, Space",OVA,15,6.89,6128
3763,1902,Happiness!: Watarase Jun no Kareinaru Ichinichi,"Comedy, Fantasy",OVA,1,6.89,5037
3767,17725,Magical☆Star Kanon 100%,"Magic, Music, Shounen",OVA,1,6.89,18291
3769,7590,Mayoi Neko Overrun!,"Comedy, Harem, Romance",TV,13,6.89,75517
3771,33372,Overlord: Ple Ple Pleiades (OVA),"Action, Comedy, Fantasy, Magic",OVA,1,6.89,15008
3775,33031,Shakunetsu no Takkyuu Musume,Sports,TV,12,6.89,14465
3776,2263,Sonic★the★Hedgehog,"Adventure, Comedy, Sci-Fi, Shounen",OVA,2,6.89,7297
3777,12783,Sora no Otoshimono Final: Eternal My Master,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",Movie,1,6.89,48730
3782,22117,Witch Craft Works OVA,"Action, Fantasy, Seinen, Supernatural",OVA,1,6.89,13727
3785,14117,Blood-C: Special Edition,"Action, Horror, School, Supernatural, Vampire",Special,2,6.88,6993
3786,2964,Blue Drop: Tenshi-tachi no Gikyoku,"Drama, Sci-Fi, Shoujo Ai",TV,13,6.88,19968
3788,10578,C³,"Action, Comedy, Ecchi, School, Supernatural",TV,12,6.88,100425
3792,296,Dragon Drive,"Action, Adventure, Comedy, Fantasy, School, Sci-Fi, Shounen",TV,38,6.88,14232
3794,12471,Eureka Seven AO,"Action, Adventure, Drama, Mecha, Sci-Fi",TV,24,6.88,56453
3795,377,eX-Driver,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",OVA,6,6.88,5217
3796,19109,Fate/kaleid liner Prisma☆Illya Specials,"Comedy, Ecchi, Fantasy, Magic",Special,5,6.88,16886
3798,12461,Hiiro no Kakera,"Fantasy, Romance, Shoujo, Supernatural",TV,13,6.88,55031
3799,8465,Ichiban Ushiro no Daimaou Specials,"Comedy, Ecchi, Fantasy, Magic, Shounen",Special,6,6.88,26025
3800,3326,Inaka Isha,"Dementia, Drama, Historical, Psychological",Movie,1,6.88,10030
3803,10098,Kobato.: Hajimete no Kobato.,"Comedy, Drama, Fantasy",Special,8,6.88,6001
3804,4262,Koihime†Musou,"Action, Adventure, Fantasy, Historical, Martial Arts",TV,12,6.88,32176
3806,1243,Night Head Genesis,"Drama, Horror, Mystery, Psychological, Supernatural",TV,24,6.88,20856
3807,28819,Okusama ga Seitokaichou!,"Comedy, Ecchi, Romance, School, Shounen",TV,12,6.88,91241
3808,31980,Okusama ga Seitokaichou! OVA,"Comedy, Ecchi, Romance, Shounen",OVA,1,6.88,13602
3809,9922,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,"Comedy, Drama, Ecchi, Harem, Romance",TV,12,6.88,52687
3811,6275,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,"Adventure, Fantasy, Kids",Special,1,6.88,5719
3812,10933,R-15 OVA,"Adventure, Comedy, Ecchi, Harem, Parody, Romance",OVA,1,6.88,12334
3813,13727,Rinne no Lagrange: Kamogawa Days,"Comedy, School, Sci-Fi, Slice of Life",OVA,1,6.88,5793
3815,21879,Sword Art Online: Sword Art Offline - Extra Edition,Comedy,Special,1,6.88,27380
3816,26395,Teekyuu 4,"Comedy, Shounen, Sports",TV,12,6.88,10094
3818,688,Uta Kata,"Drama, Magic",TV,12,6.88,16688
3819,6166,Asobi ni Iku yo!,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,12,6.87,95005
3821,31147,Concrete Revolutio: Choujin Gensou,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",TV,13,6.87,46938
3822,16355,Dansai Bunri no Crime Edge,"Action, Fantasy, Romance, Seinen",TV,13,6.87,60465
3829,1082,Hikari to Mizu no Daphne,"Comedy, Drama, Mystery, Police, Psychological, Sci-Fi",TV,24,6.87,8876
3832,7148,Ladies versus Butlers!,"Comedy, Ecchi, Harem, Romance, School, Seinen",TV,12,6.87,94820
3833,21235,Log Horizon Recap,"Action, Adventure, Fantasy, Magic, Shounen",Special,1,6.87,10245
3834,25897,Love Live! School Idol Project: μ&#039;s →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,Comedy,Special,3,6.87,5282
3835,273,Mahoutsukai ni Taisetsu na Koto,"Drama, Magic, Shounen, Slice of Life",TV,12,6.87,15152
3838,1074,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen taikai Kaisai!!,"Adventure, Comedy, Game, Shounen",OVA,1,6.87,45188
3839,466,One Piece: Taose! Kaizoku Ganzack,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,6.87,17240
3842,30749,Saijaku Muhai no Bahamut,"Action, Ecchi, Fantasy, Harem, Mecha, Romance, School, Supernatural",TV,12,6.87,94430
3843,7016,Senjou no Valkyria: SenVal Theater,Comedy,Special,9,6.87,8006
3846,3954,Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,"Comedy, School",Special,1,6.87,6508
3847,30567,Teekyuu 5,"Comedy, Shounen, Sports",TV,12,6.87,8381
3850,1218,Tonagura!,"Comedy, Drama, Ecchi, Romance, School",TV,13,6.87,31856
3851,5505,Viper&#039;s Creed,"Action, Military, Sci-Fi",TV,12,6.87,7393
3853,1487,.hack//Unison,"Adventure, Comedy, Fantasy, Game, Magic, Sci-Fi",Special,1,6.86,16411
3857,4657,Arad Senki: Slap Up Party,"Action, Adventure, Comedy, Fantasy",TV,26,6.86,10698
3858,495,Bakuretsu Hunters,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural",TV,26,6.86,10667
3860,11457,Chibi☆Devi!,"Fantasy, Shoujo, Supernatural",TV,75,6.86,8186
3865,4362,Fireball,"Comedy, Sci-Fi",TV,13,6.86,6601
3868,15895,Hiyokoi (2012),"Romance, School, Shoujo",Special,3,6.86,13168
3874,7322,Needless Specials,"Comedy, Ecchi, School",Special,12,6.86,11609
3878,5526,Pokemon: Pikachu no Natsuyasumi,"Comedy, Fantasy, Kids",Movie,1,6.86,19960
3887,6162,Tailenders,"Action, Adventure, Cars, Sci-Fi",Movie,1,6.86,8474
3888,22759,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,Comedy,OVA,1,6.86,13119
3894,10897,Boku wa Tomodachi ga Sukunai Episode 0,"Comedy, Romance, School, Seinen, Slice of Life",OVA,1,6.85,69233
3895,357,Bokusatsu Tenshi Dokuro-chan,"Comedy, Ecchi, Magic",OVA,4,6.85,117080
3900,293,Di Gi Charat,"Comedy, Fantasy, Sci-Fi",TV,16,6.85,12227
3902,563,DNA²,"Comedy, Romance, Sci-Fi",TV,12,6.85,23140
3905,318,Hand Maid May,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,10,6.85,17895
3906,2217,Hand Maid May Special,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Special,1,6.85,5984
3909,13367,"Kono Naka ni Hitori, Imouto ga Iru!","Comedy, Ecchi, Harem, Mystery, Romance, School, Seinen",TV,12,6.85,92252
3918,4136,Penguin Musume♥Heart,"Comedy, Ecchi, School, Slice of Life",ONA,22,6.85,12195
3923,6330,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,"Comedy, Fantasy, Supernatural",Special,8,6.85,10284
3931,9624,30-sai no Hoken Taiiku,"Ecchi, Parody, Romance, Seinen",TV,12,6.84,31253
3932,17082,Aiura,"Comedy, School, Shounen, Slice of Life",TV,12,6.84,43737
3934,10582,Astarotte no Omocha! EX,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",OVA,1,6.83,20824
3939,897,Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,"Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,6.84,51924
3945,248,Ichigo 100%,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,6.84,67310
3947,24629,Koufuku Graffiti,"Comedy, Seinen, Slice of Life",TV,12,6.84,46093
3948,15005,Kyou no Asuka Show,"Comedy, Ecchi, Seinen",ONA,20,6.84,15032
3949,21415,Machine-Doll wa Kizutsukanai Specials,"Action, Ecchi, Fantasy, School, Seinen",Special,6,6.84,16677
3950,21835,Majin Bone,Game,TV,52,6.84,6836
3951,8599,Mayoi Neko Overrun! Specials,"Comedy, Ecchi",Special,6,6.84,11528
3957,7774,Shin Koihime†Musou OVA,"Comedy, Ecchi, Fantasy",OVA,1,6.84,5382
3961,447,Weiß Kreuz,"Action, Drama, Shounen",TV,25,6.84,13039
3962,10532,Working&#039;!! Announcement Specials,Comedy,ONA,2,6.84,8973
3965,32664,Bananya,"Comedy, Kids, Slice of Life",TV,13,6.83,23724
3970,10260,Eiyuu Densetsu: Sora no Kiseki The Animation,"Action, Adventure, Fantasy",OVA,2,6.83,9730
3974,297,Grenadier: Hohoemi no Senshi,"Action, Adventure, Comedy, Ecchi, Shounen",TV,12,6.83,37919
3976,11255,Ikkitousen: Shuugaku Toushi Keppuuroku,"Action, Ecchi, Martial Arts, School, Super Power",OVA,1,6.83,8993
3978,9750,Itsuka Tenma no Kuro Usagi,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",TV,12,6.83,73555
3982,30379,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,"Comedy, Seinen, Slice of Life",OVA,1,6.83,9773
3983,17855,Namiuchigiwa no Muromi-san OVA,"Comedy, Fantasy, Slice of Life",OVA,1,6.83,5858
3984,594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,"Action, Adventure, Comedy, Shounen, Super Power",Special,1,6.83,52264
3985,19855,Nobunagun,"Action, Supernatural",TV,13,6.83,43551
3987,10197,Nyanpire The Animation,"Comedy, Supernatural",TV,12,6.83,19161
3993,25859,Re-Kan!,"Comedy, School, Seinen, Supernatural",TV,13,6.83,37544
3994,33142,Re:Zero kara Hajimeru Break Time,"Adventure, Comedy, Fantasy",Special,11,6.83,17693
3996,1103,Shinkon Gattai Godannar!!,"Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,13,6.83,8688
3998,32555,Stella no Mahou,"Comedy, School, Slice of Life",TV,12,6.83,15397
4002,21845,Ushinawareta Mirai wo Motomete,"Drama, Romance, School, Sci-Fi",TV,12,6.83,47565
4003,1952,Vampire Hunter,"Action, Adventure, Drama, Fantasy",OVA,4,6.83,9826
4005,14355,Yama no Susume,"Adventure, Comedy, Slice of Life",TV,12,6.83,27487
4007,19429,Akuma no Riddle,"Action, School, Shoujo Ai",TV,12,6.82,127641
4010,1123,Beet the Vandel Buster Excellion,"Adventure, Fantasy, Shounen, Supernatural",TV,25,6.82,5198
4017,5973,Fight Ippatsu! Juuden-chan!!,"Comedy, Ecchi, Sci-Fi, Shounen",TV,12,6.82,20279
4018,271,Gad Guard,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.82,8315
4020,797,Hanaukyou Maid-tai OVA,"Comedy, Ecchi, Harem, Romance",OVA,3,6.82,6586
4021,6882,Hatsukoi Limited: Gentei Shoujo,"Comedy, Ecchi, School, Shounen",Special,6,6.82,11716
4023,6958,Hyakko OVA,Comedy,OVA,1,6.82,8206
4024,18247,IS: Infinite Stratos 2,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,6.82,146979
4030,20909,Kyoukai no Kanata: Mini Theater,"Slice of Life, Supernatural",Special,7,6.82,15703
4032,28817,Mikagura Gakuen Kumikyoku,"Action, Comedy, School, Shoujo Ai",TV,12,6.82,47642
4038,6500,Seikon no Qwaser,"Action, Ecchi, Seinen, Super Power, Supernatural",TV,24,6.82,145592
4040,32228,Teekyuu 7,"Comedy, Shounen, Sports",TV,12,6.82,5990
4042,1043,Tokyo Babylon,"Action, Magic, Mystery, Supernatural",OVA,2,6.82,11730
4047,1749,Amaenaide yo!!: Yasumanaide yo!!,"Comedy, Ecchi, Romance, Supernatural",Special,1,6.81,10549
4049,9736,Astarotte no Omocha!,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",TV,12,6.81,73064
4050,1593,Azumanga Web Daioh,"Comedy, School, Slice of Life",ONA,1,6.81,21904
4051,288,Bakuten Shoot Beyblade,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",TV,51,6.81,49467
4052,32379,Berserk (2016),"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,12,6.81,90817
4053,22745,Brothers Conflict Special,"Harem, Romance, Shoujo",Special,1,6.81,10451
4059,2795,Dragonaut: The Resonance,"Action, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,25,6.81,45265
4061,8187,Fumiko no Kokuhaku,Comedy,ONA,1,6.81,13829
4063,260,Happy☆Lesson (TV),"Comedy, Drama, Harem, Romance, Slice of Life",TV,13,6.81,17109
4064,21541,Hentai Ouji to Warawanai Neko.: Henneko BBS,Comedy,Special,13,6.81,15586
4065,17919,Houkago no Pleiades (TV),"Magic, Space",TV,12,6.81,20062
4069,24821,Isshuukan Friends. Specials,"School, Slice of Life",Special,12,6.81,10995
4070,667,Kashimashi: Girl Meets Girl,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life",TV,12,6.81,32198
4071,30915,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",Special,1,6.8,14934
4072,18495,Kitakubu Katsudou Kiroku,"Comedy, School, Slice of Life",TV,12,6.81,29790
4073,25939,Mahou Shoujo Lyrical Nanoha ViVid,"Action, Adventure, Magic",TV,12,6.81,11952
4075,86,Mobile Suit Gundam ZZ,"Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,47,6.81,17517
4077,1109,Monster Extra,"Drama, Horror, Mystery, Seinen",Special,1,6.81,6004
4079,15431,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,Slice of Life,OVA,1,6.81,5295
4080,2970,Night Wizard,"Adventure, Fantasy, Magic, Shounen",TV,13,6.81,27070
4081,21177,Nobunaga the Fool,"Action, Historical, Mecha, Sci-Fi",TV,24,6.81,59815
4084,919,Ray The Animation,"Drama, Romance, Sci-Fi",TV,13,6.81,7756
4085,11491,Recorder to Randoseru Do♪,"Comedy, School, Seinen, Slice of Life",TV,13,6.81,29599
4088,23459,Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,"Action, Comedy, Fantasy",Special,1,6.81,10141
4089,533,Sensei no Ojikan: Doki Doki School Hours,"Comedy, Slice of Life",TV,13,6.81,5137
4090,19391,Shingeki no Kyojin Picture Drama,"Comedy, Parody",Special,9,6.81,26363
4091,420,Spriggan,"Adventure, Military, Sci-Fi, Shounen",Movie,1,6.81,13256
4092,12857,Star Driver the Movie,"Action, Mecha, Romance, Shounen",Movie,1,6.81,7865
4093,10702,Tekken: Blood Vengeance,"Action, Fantasy, Martial Arts, Sci-Fi, Supernatural",Movie,1,6.81,12816
4096,1675,Transformers Micron Densetsu,"Action, Mecha, Sci-Fi, Shounen",TV,52,6.81,5095
4102,373,Bannou Bunka Neko-Musume,"Adventure, Comedy, Mecha, Sci-Fi, Seinen",OVA,6,6.8,6122
4105,63,DearS,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,12,6.8,91037
4108,1317,Eyeshield 21: Maboroshi no Golden Bowl,"Shounen, Sports",Movie,1,6.8,5611
4109,18851,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,"Comedy, Fantasy, Magic",OVA,1,6.8,22543
4111,1996,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,"Comedy, Fantasy, Supernatural",Special,1,6.8,7087
4112,850,Gakuen Heaven,"Comedy, Drama, Romance, School, Shounen Ai",TV,13,6.8,34787
4113,1581,Gift: Eternal Rainbow,"Comedy, Drama, Harem, Magic, Romance, School",TV,12,6.8,21979
4114,385,Gilgamesh,"Drama, Fantasy, Sci-Fi, Supernatural",TV,26,6.8,25332
4115,10470,God Eater Prologue,"Action, Fantasy, Military, Sci-Fi",Special,1,6.8,19414
4118,25689,Hyakka Ryouran: Samurai After,"Ecchi, Harem",OVA,2,6.8,9014
4120,2905,Ikkitousen: Dragon Destiny Specials,"Ecchi, Martial Arts, School, Super Power",Special,6,6.8,15774
4121,24451,Kanojo ga Flag wo Oraretara OVA,"Comedy, Harem, Romance, School",OVA,1,6.8,10264
4123,671,Lemon Angel Project,"Drama, Music",TV,13,6.8,5763
4124,27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,Comedy,ONA,14,6.8,8472
4127,11209,Maken-Ki! OVA,"Action, Ecchi, Harem, Martial Arts, School, Super Power",OVA,2,6.8,24386
4130,11615,Morita-san wa Mukuchi. 2,"Comedy, School, Slice of Life",TV,13,6.8,8788
4131,2603,Mushi-Uta,"Action, Fantasy, Sci-Fi",TV,12,6.8,11867
4134,18099,Recorder to Randoseru Mi☆,"Comedy, School, Seinen, Slice of Life",TV,12,6.8,12240
4136,33524,Sakamoto desu ga? Special,"Comedy, School, Seinen",Special,1,6.8,23745
4139,2580,Tsukuyomi: Moon Phase Special,"Comedy, Dementia, Slice of Life",Special,1,6.8,8030
4146,937,Appleseed,"Action, Adventure, Mecha, Police, Sci-Fi",OVA,1,6.79,16552
4153,17731,Ketsuekigata-kun!,Comedy,TV,12,6.79,6331
4156,2106,Kiss Dum: Engage Planet,"Mecha, Military, Sci-Fi",TV,26,6.79,6658
4159,3057,Loveless Specials,"Comedy, Fantasy, Romance, Shounen Ai, Supernatural",Special,6,6.79,11846
4163,29855,Meiji Tokyo Renka Movie: Yumihari no Serenade,"Fantasy, Harem, Romance, Shoujo",Movie,1,6.79,5745
4164,12503,Mirai Nikki (TV): Ura Mirai Nikki,"Action, Comedy, Mystery, Psychological, Shounen, Supernatural, Thriller",Special,10,6.79,32565
4166,13833,Nagareboshi Lens,"Romance, Shoujo",OVA,1,6.79,12437
4167,10807,Nichijou: Tanken Nichijou no Machi,"Comedy, School, Slice of Life",Special,14,6.79,10288
4170,4793,Pokemon: Pichu to Pikachu,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.79,22352
4171,2161,Skull Man,"Action, Mystery, Super Power",TV,13,6.79,16361
4174,31440,Teekyuu 6,"Comedy, Shounen, Sports",TV,12,6.79,6897
4177,25397,Absolute Duo,"Action, Ecchi, Harem, Romance, School, Supernatural",TV,12,6.78,168811
4179,25241,Akame ga Kill! Theater,Comedy,ONA,24,6.78,26852
4180,1750,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,"Comedy, Ecchi, Romance, Supernatural",Special,1,6.78,9474
4181,20543,Bayonetta: Bloody Fate,"Action, Demons, Fantasy, Super Power",Movie,1,6.78,19994
4183,15879,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,"Action, Mecha",Special,7,6.78,34964
